"sample_name","sample_id","sample_type","organism","donor","sex","age_days","brain_hemisphere","brain_region","brain_subregion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","class","cluster"
"F1S4_161018_001_A01",559102941,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_001","NeuN-positive","A8S4_161028_01","L8S4_161103_01",399,"SM-D9EPI_S65_E1-50","SM-D9EPI","R8S4-161111",2428416,41.1857757179062,45.314805379564,13.4994189025299,0,0.045997061,82.0265144,0.017537769,0.008169935,89.79610577,0.345029483,11530,7791,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_001_B01",559102951,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_001","NeuN-positive","A8S4_161028_01","L8S4_161103_01",411,"SM-D9EPI_S66_E1-50","SM-D9EPI","R8S4-161111",2347344,32.8798159077061,50.5013739287456,16.6188101635483,4.26e-05,0.019426211,82.7727423,0.012727576,0.005635305,90.62979265,0.335959988,12055,7997,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_001_C01",559102959,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_001","NeuN-positive","A8S4_161028_01","L8S4_161103_01",413,"SM-D9EPI_S67_E1-50","SM-D9EPI","R8S4-161111",2453235,28.5306992051057,56.503653963788,14.9656468311063,0.0013044,0.069826168,85.0119536,0.002462055,0.00801024,90.38286181,0.308800875,11320,7237,"GABAergic","LGN Inh NTRK1"
"F1S4_161018_001_E01",559102975,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_001","NeuN-positive","A8S4_161028_01","L8S4_161103_01",401,"SM-D9EPI_S69_E1-50","SM-D9EPI","R8S4-161111",2424367,32.2445597109027,53.7659422831253,13.9894980059721,0.000123744,0.047105079,83.61914677,0.002546232,0.007853184,90.51022391,0.327511211,12212,8256,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_001_F01",559102983,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_001","NeuN-positive","A8S4_161028_01","L8S4_161103_01",391,"SM-D9EPI_S70_E1-50","SM-D9EPI","R8S4-161111",2290101,33.8099959520667,51.7380297567543,14.451974291179,0.001528317,0.031526994,82.22445211,0.00063447,0.006469584,89.51015698,0.347468973,13507,9475,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_001_G01",559102991,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_001","NeuN-positive","A8S4_161028_01","L8S4_161103_01",404,"SM-D9EPI_S71_E1-50","SM-D9EPI","R8S4-161111",2305214,34.2561151257491,51.8936779125185,13.8502069617323,8.68e-05,0.055526298,83.89394651,0.001284479,0.004637313,90.67670073,0.331816077,12120,8342,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_001_H01",559102999,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_001","NeuN-negative","A8S4_161028_01","L8S4_161103_01",435,"SM-D9EPI_S72_E1-50","SM-D9EPI","R8S4-161111",2191679,47.8503864018101,39.8195951649389,12.3300184332509,0,0.214584344,82.66785419,0.008047711,0.022719112,89.33844783,0.330162242,5836,2839,"Non-Neuronal","Oligo MAG"
"F1S4_161018_002_A01",559103007,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_002","NeuN-positive","A8S4_161028_01","L8S4_161103_01",425,"SM-D9EPI_S73_E1-50","SM-D9EPI","R8S4-161111",2337723,37.1474610481643,48.7766543634367,14.075884588399,0,0.055524115,81.9765216,0.008717885,0.00391321,89.50042413,0.347778207,13222,9481,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_002_B01",559103017,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_002","NeuN-positive","A8S4_161028_01","L8S4_161103_01",421,"SM-D9EPI_S74_E1-50","SM-D9EPI","R8S4-161111",2300858,32.1195540425208,52.1094376449444,15.7710083125348,0.000130386,0.031118826,84.72104754,0.002118775,0.004776044,91.54863099,0.325525966,11855,8141,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_002_C01",559103025,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_002","NeuN-positive","A8S4_161028_01","L8S4_161103_01",412,"SM-D9EPI_S75_E1-50","SM-D9EPI","R8S4-161111",2295434,30.9913909934215,55.6541645042273,13.3544445023512,0,0.063256012,83.75413974,0.01373945,0.006914161,90.62033585,0.331706522,11577,7605,"GABAergic","LGN Inh NTRK1"
"F1S4_161018_002_D01",559103033,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_002","NeuN-positive","A8S4_161028_01","L8S4_161103_01",378,"SM-D9EPI_S76_E1-50","SM-D9EPI","R8S4-161111",2181848,34.6748234684196,49.149420142917,16.1757563886634,0,0.037628652,81.16019081,0.007404732,0.005773088,88.98305473,0.362975237,13429,8836,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_002_E01",559103041,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_002","NeuN-positive","A8S4_161028_01","L8S4_161103_01",451,"SM-D9EPI_S77_E1-50","SM-D9EPI","R8S4-161111",2471791,50.1971391043935,39.052810758234,10.7500501373724,0.000242739,0.057610049,86.92009154,0.004759707,0.003194849,94.13036944,0.317767619,12099,9591,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_002_F01",559103049,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_002","NeuN-positive","A8S4_161028_01","L8S4_161103_01",440,"SM-D9EPI_S78_E1-50","SM-D9EPI","R8S4-161111",2423758,37.3411000547281,48.6226087560845,14.0362911891875,0.000165033,0.046456783,85.16493808,0.003983071,0.003770178,92.45163915,0.322902177,12916,9385,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_002_G01",559103057,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_002","NeuN-positive","A8S4_161028_01","L8S4_161103_01",462,"SM-D9EPI_S79_E1-50","SM-D9EPI","R8S4-161111",2320367,34.9017492529308,51.8765438347103,13.2217069123589,0,0.034304918,85.49078659,0.006995876,0.004196319,92.47752618,0.311195034,10113,6886,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_002_H01",559103065,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_002","NeuN-negative","A8S4_161028_01","L8S4_161103_01",422,"SM-D9EPI_S80_E1-50","SM-D9EPI","R8S4-161111",2000170,41.773407451591,44.6917543152719,13.5348382331371,0,0.144337731,82.36154927,0.024894884,0.018784403,90.06929411,0.32916063,5781,2625,"Non-Neuronal","Oligo MAG"
"F1S4_161018_003_A01",559103073,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_003","NeuN-positive","A8S4_161028_01","L8S4_161103_01",395,"SM-D9EPI_S81_E1-50","SM-D9EPI","R8S4-161111",2021564,35.5186615495425,48.2089210084486,16.2724174420089,4.95e-05,0.051890516,83.28314117,0.002242818,0.005572418,90.38071513,0.347863802,12469,8756,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_003_D01",559103098,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_003","NeuN-positive","A8S4_161028_01","L8S4_161103_01",391,"SM-D9EPI_S84_E1-50","SM-D9EPI","R8S4-161111",2065192,33.5037926484689,50.1130829421819,16.3831244093492,0,0.022661331,81.67836211,0.013010413,0.007186741,89.19286923,0.350090471,12736,8357,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_003_E01",559103107,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_003","NeuN-positive","A8S4_161028_01","L8S4_161103_01",458,"SM-D9EPI_S85_E1-50","SM-D9EPI","R8S4-161111",2334909,43.2275942071205,43.238956188644,13.5334496042355,4.28e-05,0.058203553,86.32006644,0.006353138,0.003025814,93.45413462,0.314083548,13876,10762,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_003_F01",559103115,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_003","NeuN-positive","A8S4_161028_01","L8S4_161103_01",439,"SM-D9EPI_S86_E1-50","SM-D9EPI","R8S4-161111",2316903,34.6446150202584,50.0298080891518,15.3255768905898,0.000172644,0.037981737,83.90955513,0.00470283,0.004401997,91.35988861,0.327110491,12723,8911,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_003_G01",559103123,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_003","NeuN-positive","A8S4_161028_01","L8S4_161103_01",412,"SM-D9EPI_S87_E1-50","SM-D9EPI","R8S4-161111",2099697,34.5662096735553,49.1966107173412,16.2371796091036,0.00023813,0.030718718,81.19752517,0.008592192,0.00649808,89.11138131,0.362096987,12180,8076,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_003_H01",559103131,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_003","NeuN-negative","A8S4_161028_01","L8S4_161103_01",435,"SM-D9EPI_S88_E1-50","SM-D9EPI","R8S4-161111",2216615,4.86430153689669,48.4981806139554,46.6375178491479,0.010285954,0.009834816,74.41373446,0.035949409,0.007194303,84.61347595,0.360804151,11539,2996,"no class","no class"
"F1S4_161018_004_A01",559953469,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_004","NeuN-positive","A8S4_161028_02","L8S4_161103_02",333,"SM-D9EP3_S73_E1-50","SM-D9EP3","R8S4-161116",1973381,36.102298238219,47.4804087446591,16.4172930171219,0,0.027820274,75.94858773,0.014871938,0.01106882,84.83719059,0.427880188,12881,7454,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_004_B01",559953481,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_004","NeuN-positive","A8S4_161028_02","L8S4_161103_02",359,"SM-D9EP3_S74_E1-50","SM-D9EP3","R8S4-161116",2179756,33.7272962977752,48.9885955356759,17.2841081665489,0.004266533,0.015919213,78.37423088,0.011178315,0.010541088,87.3953782,0.385861886,12444,7542,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_004_C01",559953490,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_004","NeuN-positive","A8S4_161028_02","L8S4_161103_02",397,"SM-D9EP3_S75_E1-50","SM-D9EP3","R8S4-161116",2788005,37.6430424699757,47.1774417965105,15.1795157335138,3.59e-05,0.051613968,79.90157837,0.024021478,0.007028682,89.53635306,0.353712168,12274,8028,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_004_D01",559953502,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_004","NeuN-positive","A8S4_161028_02","L8S4_161103_02",358,"SM-D9EP3_S76_E1-50","SM-D9EP3","R8S4-161116",2584951,27.8021620623381,55.7987810228051,16.3990569148568,7.74e-05,0.026615592,81.46634114,0.007004001,0.007984291,88.48163853,0.347583968,12937,7781,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_004_F01",559953518,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_004","NeuN-positive","A8S4_161028_02","L8S4_161103_02",412,"SM-D9EP3_S78_E1-50","SM-D9EP3","R8S4-161116",2479959,31.6275422262703,52.9849722456236,15.3874855281061,0,0.036411892,84.9437027,0.002310522,0.00410531,91.85018785,0.310713086,12455,8493,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_004_G01",559953526,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_004","NeuN-positive","A8S4_161028_02","L8S4_161103_02",413,"SM-D9EP3_S79_E1-50","SM-D9EP3","R8S4-161116",2485032,39.6280555243908,46.3237645307652,14.0481799448439,0,0.041407917,86.33184603,0.001891324,0.004107392,92.90797865,0.309349338,12134,8959,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_005_A01",559953542,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_005","NeuN-positive","A8S4_161028_02","L8S4_161103_02",361,"SM-D9EP3_S81_E1-50","SM-D9EP3","R8S4-161116",2378565,31.9262117749476,53.4863887915197,14.5873994335327,0.001345349,0.042756872,79.27065268,0.018473323,0.011859672,87.98800958,0.360472027,10895,6448,"Glutamatergic","LGN Exc PRKCG BCHE"
"F1S4_161018_005_B01",559953550,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_005","NeuN-positive","A8S4_161028_02","L8S4_161103_02",419,"SM-D9EP3_S82_E1-50","SM-D9EP3","R8S4-161116",2390860,39.4677373495472,46.2634141860166,14.2688484644362,4.18e-05,0.048141673,84.14026752,0.004353664,0.005098584,91.95887672,0.32154487,12639,9396,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_005_C01",559953558,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_005","NeuN-positive","A8S4_161028_02","L8S4_161103_02",369,"SM-D9EP3_S83_E1-50","SM-D9EP3","R8S4-161116",2058831,32.7589065749883,51.6817099277081,15.5593834973036,4.86e-05,0.040022712,82.89874205,0.005502637,0.005946093,90.28332097,0.330269464,12527,8642,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_005_D01",559953566,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_005","NeuN-positive","A8S4_161028_02","L8S4_161103_02",401,"SM-D9EP3_S84_E1-50","SM-D9EP3","R8S4-161116",2279701,37.3404737166441,47.4005425947984,15.2589836885574,4.39e-05,0.038206765,84.35136889,0.002699477,0.004647539,92.26793338,0.315395012,12333,8970,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_005_E01",559953574,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_005","NeuN-positive","A8S4_161028_02","L8S4_161103_02",351,"SM-D9EP3_S85_E1-50","SM-D9EP3","R8S4-161116",2419781,29.3572519716298,54.2909885656978,16.3517594626723,4.13e-05,0.07529607,74.48099642,0.052689479,0.019093877,86.36409659,0.364831953,10621,5377,"GABAergic","LGN Inh CTXN3"
"F1S4_161018_005_F01",559953582,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_005","NeuN-positive","A8S4_161028_02","L8S4_161103_02",362,"SM-D9EP3_S86_E1-50","SM-D9EP3","R8S4-161116",2423784,38.252618376689,47.1530137790203,14.5943678442907,0.000495094,0.035729256,82.42108208,0.007200312,0.007105006,90.21451581,0.348811378,12616,8758,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_005_G01",559953590,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_005","NeuN-positive","A8S4_161028_02","L8S4_161103_02",391,"SM-D9EP3_S87_E1-50","SM-D9EP3","R8S4-161116",2129691,34.1546679893724,52.9427053459312,12.9026266646963,0.001502565,0.069916246,81.65879463,0.007523627,0.006395764,88.05150606,0.348337801,10716,6795,"GABAergic","LGN Inh NTRK1"
"F1S4_161018_005_H01",559953598,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_005","NeuN-negative","A8S4_161028_02","L8S4_161103_02",393,"SM-D9EP3_S88_E1-50","SM-D9EP3","R8S4-161116",2219685,45.0692556959407,40.2829412770405,14.6478030270188,0,0.070910963,67.59436587,0.109968306,0.01955728,83.4364786,0.405997397,5991,2438,"Non-Neuronal","Oligo MAG"
"F1S4_161018_006_A01",559953606,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_006","NeuN-positive","A8S4_161028_02","L8S4_161103_02",339,"SM-D9EP3_S89_E1-50","SM-D9EP3","R8S4-161116",2530144,29.9538968787789,53.7630757567258,16.2830273644952,0,0.032330176,78.57003396,0.004649538,0.0199459,86.13343746,0.362917599,10851,5823,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_006_B01",559953614,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_006","NeuN-positive","A8S4_161028_02","L8S4_161103_02",338,"SM-D9EP3_S90_E1-50","SM-D9EP3","R8S4-161116",2110448,28.1049955946171,55.9724633834609,15.9225410219219,0.000521216,0.044919373,77.6396765,0.030243816,0.012704885,88.29968803,0.359054989,10981,6120,"Glutamatergic","LGN Exc PRKCG BCHE"
"F1S4_161018_006_C01",559953622,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_006","NeuN-positive","A8S4_161028_02","L8S4_161103_02",342,"SM-D9EP3_S91_E1-50","SM-D9EP3","R8S4-161116",1998234,30.2807983245965,52.7826880907805,16.936513584623,0,0.019417145,76.46576927,0.00449597,0.015731391,85.01501826,0.372626903,12019,6917,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_006_D01",559953630,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_006","NeuN-positive","A8S4_161028_02","L8S4_161103_02",405,"SM-D9EP3_S92_E1-50","SM-D9EP3","R8S4-161116",2296031,46.0788644520372,40.3787893569184,13.5423461910444,4.36e-05,0.048823383,84.79127677,0.00154092,0.004529991,92.47122534,0.328066432,13097,10147,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_006_E01",559953638,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_006","NeuN-positive","A8S4_161028_02","L8S4_161103_02",397,"SM-D9EP3_S93_E1-50","SM-D9EP3","R8S4-161116",2438923,38.1363257976601,46.9449441800794,14.9187300222605,0.002665111,0.0360815,84.14254981,0.001875008,0.005905475,92.20721605,0.320815136,12153,8508,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_006_F01",559953646,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_006","NeuN-positive","A8S4_161028_02","L8S4_161103_02",374,"SM-D9EP3_S94_E1-50","SM-D9EP3","R8S4-161116",2515264,52.8486741847668,32.0523292718388,15.0989965433943,0,0.057886568,85.46904023,0.004228184,0.010964654,91.69880378,0.306534735,10174,7994,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_006_G01",559953654,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_006","NeuN-positive","A8S4_161028_02","L8S4_161103_02",375,"SM-D9EP3_S95_E1-50","SM-D9EP3","R8S4-161116",2441561,51.1015491163031,35.0969521119399,13.801498771757,0.001023935,0.080235554,84.53432046,0.004213288,0.007267891,91.70932039,0.334938151,10231,7383,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_007_D01",559954266,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_007","NeuN-positive","A8S4_161028_03","L8S4_161103_03",415,"SM-D9EP4_S76_E1-50","SM-D9EP4","R8S4-161116",2266172,34.9353912905467,49.994091871905,15.0705168375483,4.41e-05,0.028109076,84.02517549,0.005781556,0.010930768,91.87819812,0.325185781,11044,7114,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_007_E01",559954274,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_007","NeuN-positive","A8S4_161028_03","L8S4_161103_03",429,"SM-D9EP4_S77_E1-50","SM-D9EP4","R8S4-161116",2375797,40.2827405481238,44.4779148470455,15.2393446048307,0,0.033251999,84.57810158,0.007347429,0.01265891,91.82590095,0.322528497,10545,6773,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_007_G01",559954290,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_007","NeuN-positive","A8S4_161028_03","L8S4_161103_03",406,"SM-D9EP4_S79_E1-50","SM-D9EP4","R8S4-161116",2857796,32.6033105655351,51.0298187731331,16.3668706613318,7e-05,0.030338065,83.83757973,0.001679966,0.006349648,91.67529803,0.325375466,13757,9138,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_008_A01",559954306,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_008","NeuN-positive","A8S4_161028_03","L8S4_161103_03",443,"SM-D9EP4_S81_E1-50","SM-D9EP4","R8S4-161116",2967795,42.4582973879157,44.0328110772329,13.5088915348514,0,0.043870955,83.77785528,0.010693798,0.006658479,92.99992082,0.334247168,11588,8532,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_008_B01",559954314,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_008","NeuN-positive","A8S4_161028_03","L8S4_161103_03",412,"SM-D9EP4_S82_E1-50","SM-D9EP4","R8S4-161116",1638797,31.7396816629619,53.9219737190773,14.3383446179607,0.001159387,0.033134061,86.39294556,0.00158653,0.005477799,93.23290194,0.309450198,12542,8676,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_008_C01",559954322,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_008","NeuN-positive","A8S4_161028_03","L8S4_161103_03",464,"SM-D9EP4_S83_E1-50","SM-D9EP4","R8S4-161116",1665662,26.6194222603604,55.649651852987,17.7309258866526,0,0.055953729,84.97132071,0.002019017,0.008973009,90.55930915,0.31472687,12890,6903,"GABAergic","LGN Inh NTRK1"
"F1S4_161018_008_D01",559954330,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_008","NeuN-positive","A8S4_161028_03","L8S4_161103_03",412,"SM-D9EP4_S84_E1-50","SM-D9EP4","R8S4-161116",1734498,41.5940739059479,44.8338264485746,13.5720996454776,0,0.109138206,83.9475168,0.004125689,0.01277949,90.69880738,0.336219667,11113,7233,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_008_E01",559954338,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_008","NeuN-positive","A8S4_161028_03","L8S4_161103_03",432,"SM-D9EP4_S85_E1-50","SM-D9EP4","R8S4-161116",2414078,31.562703544463,54.0729679841295,14.3643284714075,0,0.029369391,85.85845196,0.002553356,0.008052764,92.7949304,0.310925415,11474,7457,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_008_F01",559954346,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_008","NeuN-positive","A8S4_161028_03","L8S4_161103_03",431,"SM-D9EP4_S86_E1-50","SM-D9EP4","R8S4-161116",2385037,54.1582905857626,34.3435713331905,11.4981380810469,0,0.048930059,85.63900686,0.001887182,0.006409125,94.07317371,0.348558818,12298,9722,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_008_G01",559954354,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_008","NeuN-positive","A8S4_161028_03","L8S4_161103_03",432,"SM-D9EP4_S87_E1-50","SM-D9EP4","R8S4-161116",2416464,34.371204147237,50.5181435392974,15.1106523134657,0,0.031409531,86.22884512,0.000966288,0.003482775,93.50025492,0.304385755,14286,10758,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_009_A01",559954371,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_009","NeuN-positive","A8S4_161028_03","L8S4_161103_03",420,"SM-D9EP4_S89_E1-50","SM-D9EP4","R8S4-161116",2493906,33.5256721583473,52.9557113796201,13.5186164620326,0,0.031316337,83.31336466,0.01465773,0.009909756,91.31972095,0.322188614,9936,6243,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_009_B01",559954379,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_009","NeuN-positive","A8S4_161028_03","L8S4_161103_03",432,"SM-D9EP4_S90_E1-50","SM-D9EP4","R8S4-161116",2523963,39.8446289114709,45.3708022201819,14.7845688683472,3.96e-05,0.04100694,85.54360741,0.001965164,0.004910532,92.8965282,0.322737641,13012,9791,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_009_D01",559954395,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_009","NeuN-positive","A8S4_161028_03","L8S4_161103_03",424,"SM-D9EP4_S92_E1-50","SM-D9EP4","R8S4-161116",2369887,33.6455285343448,50.7092573072437,15.6452141584114,0.004852552,0.051943405,85.09633582,0.002825873,0.005091804,92.93075999,0.312509388,12943,8833,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_009_F01",559954411,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_009","NeuN-positive","A8S4_161028_03","L8S4_161103_03",425,"SM-D9EP4_S94_E1-50","SM-D9EP4","R8S4-161116",2343377,40.5083774775931,46.0604840728365,13.4311384495704,0.000469408,0.045916641,85.44135237,0.002128552,0.006162474,92.88458494,0.324335674,12650,9054,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_009_G01",559954419,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_009","NeuN-positive","A8S4_161028_03","L8S4_161103_03",437,"SM-D9EP4_S95_E1-50","SM-D9EP4","R8S4-161116",2575576,39.4543899326366,46.0287309134025,14.516879153961,0.004465021,0.052337807,85.15291337,0.001524707,0.004825717,93.29524735,0.321243181,13111,9471,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161018_009_H01",559954427,"Nuclei","Homo sapiens","H200.1030","M",19710,"L","LGN","MC-p","10/18/2016","F1S4_161018_009","NeuN-negative","A8S4_161028_03","L8S4_161103_03",399,"SM-D9EP4_S96_E1-50","SM-D9EP4","R8S4-161116",2351772,37.9081358843055,48.9266887041454,13.1651754115491,0.003104042,0.07836644,82.87036328,0.011487933,0.025619405,90.55108233,0.334586818,8004,3776,"Non-Neuronal","Oligo MAG"
