"sample_name","sample_id","sample_type","organism","donor","sex","age_days","brain_hemisphere","brain_region","brain_subregion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","class","cluster"
"F1S4_161025_040_G01",561019371,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","PC-a","10/25/2016","F1S4_161025_040","NeuN-positive","A8S4_161102_03","L8S4_161111_03",483,"SM-D9EOY_S47_E1-50","SM-D9EOY","R8S4-161129",2449365,39.15588167892,47.9955245882259,12.8485937328541,0.000122481,0.031763335,87.17451258,0.00423865,0.008941093,92.76984035,0.309680462,11468,8805,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_041_A01",561019390,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_041","NeuN-positive","A8S4_161102_03","L8S4_161111_03",433,"SM-D9EOY_S49_E1-50","SM-D9EOY","R8S4-161129",2376405,31.8236470983252,53.8829109820545,14.2934419196203,0.000126241,0.043637343,82.77061359,0.012163331,0.018237211,89.88105984,0.332381441,10587,6870,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_041_B01",561019401,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_041","NeuN-positive","A8S4_161102_03","L8S4_161111_03",452,"SM-D9EOY_S50_E1-50","SM-D9EOY","R8S4-161129",2439605,26.4619254635895,59.9830372835014,13.5550372529091,0,0.03898172,85.06049135,0.00226717,0.00894899,90.92746572,0.311424125,12101,8529,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_041_C01",561019416,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_041","NeuN-positive","A8S4_161102_03","L8S4_161111_03",385,"SM-D9EOY_S51_E1-50","SM-D9EOY","R8S4-161129",2307338,27.9738469907502,56.9429669646636,15.0831860445862,8.67e-05,0.019763034,74.39369525,0.011389315,0.031148449,83.73302914,0.417899955,10713,5299,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_041_E01",561019446,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_041","NeuN-positive","A8S4_161102_03","L8S4_161111_03",475,"SM-D9EOY_S53_E1-50","SM-D9EOY","R8S4-161129",2436073,28.3590591624802,57.4128704505124,14.2280703870074,4.1e-05,0.019868042,86.25870407,0.003329539,0.012137157,91.93821367,0.300468113,11132,7477,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_041_F01",561019482,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_041","NeuN-positive","A8S4_161102_03","L8S4_161111_03",506,"SM-D9EOY_S54_E1-50","SM-D9EOY","R8S4-161129",2427397,31.4193010620662,55.9182984323653,12.6624005055685,0,0.045480818,88.31892764,0.002358905,0.00560065,93.40202694,0.289027918,12249,9452,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_041_G01",561019491,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_041","NeuN-positive","A8S4_161102_03","L8S4_161111_03",446,"SM-D9EOY_S55_E1-50","SM-D9EOY","R8S4-161129",2302012,24.0553561458087,62.5474887360586,13.3971551181327,4.34e-05,0.010295342,86.56953135,0.005834027,0.008801865,91.86763579,0.299252549,11215,7797,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_042_B01",561020741,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_042","NeuN-positive","A8S4_161102_04","L8S4_161111_04",375,"SM-D9EOZ_S26_E1-50","SM-D9EOZ","R8S4-161129",2169801,26.2017148752676,58.7799223139603,15.0183628107721,4.61e-05,0.012259189,73.11075993,0.014132172,0.022078062,82.6436157,0.439959698,11764,6045,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_042_C01",561020749,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_042","NeuN-positive","A8S4_161102_04","L8S4_161111_04",470,"SM-D9EOZ_S27_E1-50","SM-D9EOZ","R8S4-161129",2301030,35.9637952149873,51.2353836178059,12.8008211672067,0,0.048065432,86.92050951,0.003298957,0.008436657,92.66745762,0.311469494,10458,7704,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_042_D01",561020757,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_042","NeuN-positive","A8S4_161102_04","L8S4_161111_04",457,"SM-D9EOZ_S28_E1-50","SM-D9EOZ","R8S4-161129",2013010,32.3538787782582,54.2248407994908,13.421280422251,4.97e-05,0.029458373,87.57800508,0.002704905,0.006564796,93.13038683,0.300418222,11504,8596,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_042_E01",561020765,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_042","NeuN-positive","A8S4_161102_04","L8S4_161111_04",445,"SM-D9EOZ_S29_E1-50","SM-D9EOZ","R8S4-161129",1221745,46.5470456651034,44.2248169991138,9.22813733578276,0,0.085287846,85.78615014,0.014152708,0.027625241,91.97385707,0.35080064,6050,3992,"GABAergic","LGN Inh LAMP5"
"F1S4_161025_042_H01",561020806,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_042","NeuN-negative","A8S4_161102_04","L8S4_161111_04",386,"SM-D9EOZ_S32_E1-50","SM-D9EOZ","R8S4-161129",2075017,27.8234615209139,55.0469659940002,17.1295724850859,4.82e-05,0.098890756,71.82784527,0.046319139,0.064645735,82.73618963,0.421880736,6094,2523,"Non-Neuronal","Oligo MAG"
"F1S4_161025_043_A01",561020854,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_043","NeuN-positive","A8S4_161102_04","L8S4_161111_04",421,"SM-D9EOZ_S41_E1-50","SM-D9EOZ","R8S4-161129",2066973,28.3510384814915,61.261920877197,10.3870406413115,0,0.007885928,75.52725652,0.047253157,0.056700305,85.797202,0.390340139,5064,2100,"Non-Neuronal","OPC PDGFRA"
"F1S4_161025_043_B01",561020864,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_043","NeuN-positive","A8S4_161102_04","L8S4_161111_04",407,"SM-D9EOZ_S42_E1-50","SM-D9EOZ","R8S4-161129",1867401,32.1561197426169,53.7486905452839,14.0951897120992,0.000160651,0.029774001,69.98191604,0.008015418,0.017231436,79.56732378,0.457522687,10496,5984,"Glutamatergic","LGN Exc PRKCG BCHE"
"F1S4_161025_043_C01",561020875,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_043","NeuN-positive","A8S4_161102_04","L8S4_161111_04",445,"SM-D9EOZ_S43_E1-50","SM-D9EOZ","R8S4-161129",2067479,31.5896451766129,53.9010719965498,14.5092828268373,4.84e-05,0.042080234,75.45827551,0.01202479,0.024437975,84.60637327,0.414624148,10383,5407,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_043_D01",561020886,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_043","NeuN-positive","A8S4_161102_04","L8S4_161111_04",403,"SM-D9EOZ_S44_E1-50","SM-D9EOZ","R8S4-161129",2050492,28.6154403210274,57.7213942735981,13.6631654053745,0,0.049354009,81.08019929,0.018286343,0.020557993,89.6777944,0.34779573,9411,5350,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_043_E01",561020898,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_043","NeuN-positive","A8S4_161102_04","L8S4_161111_04",488,"SM-D9EOZ_S45_E1-50","SM-D9EOZ","R8S4-161129",1913368,28.1732453097505,57.0819625295816,14.7447921606679,0,0.051845751,85.59378018,0.006299886,0.012876248,91.79577583,0.306626019,8963,5391,"GABAergic","LGN Inh CTXN3"
"F1S4_161025_043_F01",561020909,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_043","NeuN-positive","A8S4_161102_04","L8S4_161111_04",437,"SM-D9EOZ_S46_E1-50","SM-D9EOZ","R8S4-161129",2052812,30.7403857442049,55.0026263165038,14.2569879392913,0,0.040237489,79.38690927,0.007801494,0.016107661,87.43041253,0.38084506,9979,5650,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_043_G01",561020920,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_043","NeuN-positive","A8S4_161102_04","L8S4_161111_04",470,"SM-D9EOZ_S47_E1-50","SM-D9EOZ","R8S4-161129",2218354,40.4240677932354,46.6832988233361,12.8926333834285,0.000450785,0.056122693,86.4050102,0.003295687,0.00608379,92.49691438,0.324125383,11844,9122,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_044_A01",561020939,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_044","NeuN-positive","A8S4_161102_04","L8S4_161111_04",396,"SM-D9EOZ_S49_E1-50","SM-D9EOZ","R8S4-161129",2310276,27.2287771639991,58.4529913309971,14.3182315050038,0,0.00844055,73.64990157,0.025748872,0.02840007,82.82473609,0.438195985,9585,4448,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_044_B01",561020950,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_044","NeuN-positive","A8S4_161102_04","L8S4_161111_04",393,"SM-D9EOZ_S50_E1-50","SM-D9EOZ","R8S4-161129",2186971,30.1545622087312,53.1564755333774,16.6889622578915,0,0.17508234,71.81462397,0.066633257,0.063881963,84.43202951,0.406890168,5954,2105,"Non-Neuronal","Oligo MAG"
"F1S4_161025_044_C01",561020961,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_044","NeuN-positive","A8S4_161102_04","L8S4_161111_04",471,"SM-D9EOZ_S51_E1-50","SM-D9EOZ","R8S4-161129",1965080,33.5614790467557,53.9182126518376,12.5203083014067,0.000101777,0.045952328,83.75628473,0.004668003,0.008060232,90.73574613,0.343262373,10537,7120,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_044_D01",561020972,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_044","NeuN-positive","A8S4_161102_04","L8S4_161111_04",422,"SM-D9EOZ_S52_E1-50","SM-D9EOZ","R8S4-161129",1984762,29.4034649923781,57.1078595182614,13.4886754893605,0,0.033656428,86.66615947,0.003633685,0.005870225,92.06166785,0.309462168,11965,8686,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_044_E01",561020983,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_044","NeuN-positive","A8S4_161102_04","L8S4_161111_04",490,"SM-D9EOZ_S53_E1-50","SM-D9EOZ","R8S4-161129",2091385,33.6659584752591,53.7650691237807,12.5689724009602,0,0.05742606,87.59228932,0.002098609,0.004577828,93.5468601,0.299165489,11210,8459,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_044_F01",561020991,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_044","NeuN-positive","A8S4_161102_04","L8S4_161111_04",490,"SM-D9EOZ_S54_E1-50","SM-D9EOZ","R8S4-161129",2523154,35.8378880193279,51.3695429040971,12.792569076575,7.93e-05,0.04522118,87.17525763,0.002450108,0.005304868,93.16038577,0.303849193,11821,9061,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_044_G01",561020999,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_044","NeuN-positive","A8S4_161102_04","L8S4_161111_04",421,"SM-D9EOZ_S55_E1-50","SM-D9EOZ","R8S4-161129",2076061,63.8428694950253,27.0307862893664,9.12634421560824,0.000144504,0.052310602,79.54568772,0.030567984,0.04364997,88.21672388,0.398159121,6391,4088,"Non-Neuronal","Oligo MAG"
"F1S4_161025_045_A01",561016732,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_045","NeuN-positive","A8S4_161102_01","L8S4_161111_01",399,"SM-D9EOW_S57_E1-50","SM-D9EOW","R8S4-161129",2480794,32.2394874517041,54.0924631664697,13.6680493818262,4.03e-05,0.041559275,84.91160491,0.006616833,0.007477042,92.27771431,0.325007145,11310,6979,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_045_B01",561016742,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_045","NeuN-positive","A8S4_161102_01","L8S4_161111_01",427,"SM-D9EOW_S58_E1-50","SM-D9EOW","R8S4-161129",2544269,35.8755201074725,52.0701630087351,12.0543168837925,3.93e-05,0.04291999,87.15976966,0.004574988,0.006675788,93.70506814,0.30669324,10593,7088,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_045_C01",561016757,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_045","NeuN-positive","A8S4_161102_01","L8S4_161111_01",423,"SM-D9EOW_S59_E1-50","SM-D9EOW","R8S4-161129",2595232,33.3217342351549,53.7984798442753,12.8797859205698,0,0.069781815,85.37537299,0.006163996,0.010469199,92.52671823,0.320922419,9644,5899,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_045_D01",561016777,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_045","NeuN-positive","A8S4_161102_01","L8S4_161111_01",370,"SM-D9EOW_S60_E1-50","SM-D9EOW","R8S4-161129",2530931,48.7211504781682,38.0476305329143,13.2312189889175,0.00102729,0.041763288,82.71284361,0.017516084,0.033793493,90.60551236,0.329080193,6697,4359,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_045_E01",561016798,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_045","NeuN-positive","A8S4_161102_01","L8S4_161111_01",413,"SM-D9EOW_S61_E1-50","SM-D9EOW","R8S4-161129",2159799,36.0230852261763,50.4636913981995,13.5132233756243,0,0.02907678,86.69167825,0.003886936,0.006426987,93.32382319,0.311880583,10442,7037,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_045_F01",561016816,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_045","NeuN-positive","A8S4_161102_01","L8S4_161111_01",427,"SM-D9EOW_S62_E1-50","SM-D9EOW","R8S4-161129",2524121,31.9719548788148,54.8256305142359,13.2024146069494,0,0.055187529,86.61197304,0.004034672,0.00658764,93.04157764,0.307533389,10452,6973,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_045_G01",561016831,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_045","NeuN-positive","A8S4_161102_01","L8S4_161111_01",457,"SM-D9EOW_S63_E1-50","SM-D9EOW","R8S4-161129",2567672,35.538225114235,52.157852569713,12.3039223160521,0,0.015928826,86.82362856,0.006914435,0.005293511,93.14145265,0.308051333,11006,7489,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_046_A01",561016877,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_046","NeuN-positive","A8S4_161102_01","L8S4_161111_01",387,"SM-D9EOW_S65_E1-50","SM-D9EOW","R8S4-161129",2994712,46.2453112957514,42.8665791291592,10.8881095750894,0,0.040104023,87.30492281,0.004857562,0.007728289,93.85082773,0.314704245,11943,8802,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_046_B01",561016900,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_046","NeuN-positive","A8S4_161102_01","L8S4_161111_01",372,"SM-D9EOW_S66_E1-50","SM-D9EOW","R8S4-161129",2788839,41.8773888363377,45.3593566010925,12.7632545625698,0,0.032988638,84.19829901,0.008410668,0.00980408,92.34842886,0.339994387,11553,7574,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_046_D01",561016928,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_046","NeuN-positive","A8S4_161102_01","L8S4_161111_01",387,"SM-D9EOW_S68_E1-50","SM-D9EOW","R8S4-161129",2396664,37.0521721534863,50.8252028041876,12.1226250423261,0,0.052656526,87.33986074,0.003176499,0.005329909,93.55992329,0.306691843,11858,8797,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_046_E01",561016936,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_046","NeuN-positive","A8S4_161102_01","L8S4_161111_01",314,"SM-D9EOW_S69_E1-50","SM-D9EOW","R8S4-161129",2609269,33.2006697672192,51.9542100004867,14.8451202322941,0.000114975,0.050780506,80.04122994,0.009847586,0.021965539,88.21896094,0.358886685,12269,6543,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_046_F01",561016943,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_046","NeuN-positive","A8S4_161102_01","L8S4_161111_01",348,"SM-D9EOW_S70_E1-50","SM-D9EOW","R8S4-161129",2809468,36.7927868070304,50.5873806027187,12.6198325902509,3.56e-05,0.071935327,82.84920846,0.013271552,0.027262457,90.1470314,0.327117097,9317,4921,"GABAergic","LGN Inh CTXN3"
"F1S4_161025_046_G01",561016954,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_046","NeuN-positive","A8S4_161102_01","L8S4_161111_01",420,"SM-D9EOW_S71_E1-50","SM-D9EOW","R8S4-161129",2753890,32.0375120539456,53.7174541731692,14.2450337728852,0,0.049784124,86.87750782,0.004725679,0.005074277,93.01776759,0.296444834,13003,8872,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_047_A01",561019507,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_047","NeuN-positive","A8S4_161102_03","L8S4_161111_03",490,"SM-D9EOY_S57_E1-50","SM-D9EOY","R8S4-161129",2489664,30.7241642236409,55.9540333873462,13.3218023890129,4.02e-05,0.040286561,83.48375524,0.007362439,0.006508509,89.9843513,0.333851435,11554,8183,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_047_B01",561019515,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_047","NeuN-positive","A8S4_161102_03","L8S4_161111_03",492,"SM-D9EOY_S58_E1-50","SM-D9EOY","R8S4-161129",2036297,32.3245368246817,55.4355964192087,12.2398667561096,0,0.030496534,85.5966001,0.005878808,0.007846105,91.375816,0.324184839,10514,7631,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_047_C01",561019523,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_047","NeuN-positive","A8S4_161102_03","L8S4_161111_03",413,"SM-D9EOY_S59_E1-50","SM-D9EOY","R8S4-161129",2288550,27.0439873180075,59.0311283330476,13.9248843489449,4.37e-05,0.027528348,81.33634834,0.008149702,0.017233183,88.5863975,0.350159171,10460,6300,"Glutamatergic","LGN Exc PRKCG GRB14"
"F1S4_161025_047_D01",561019531,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_047","NeuN-positive","A8S4_161102_03","L8S4_161111_03",487,"SM-D9EOY_S60_E1-50","SM-D9EOY","R8S4-161129",2092304,35.1989780899151,51.3862368152568,13.4147850948281,0,0.071739097,86.87853199,0.004542839,0.010958733,92.79077037,0.305757513,9513,6766,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_047_F01",561019563,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_047","NeuN-positive","A8S4_161102_03","L8S4_161111_03",472,"SM-D9EOY_S62_E1-50","SM-D9EOY","R8S4-161129",2191542,30.6007953164142,56.4204952636627,12.9787094199231,0,0.051151199,85.38294041,0.003248398,0.008332945,92.03282438,0.321579181,10621,7312,"GABAergic","LGN Inh NTRK1"
"F1S4_161025_047_G01",561019600,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_047","NeuN-positive","A8S4_161102_03","L8S4_161111_03",494,"SM-D9EOY_S63_E1-50","SM-D9EOY","R8S4-161129",2102301,27.8611936531133,58.7919000689639,13.3469062779228,0.000570803,0.043856707,85.06688624,0.007458494,0.008438373,91.15188548,0.318090066,9411,6236,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_048_A01",561019620,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_048","NeuN-positive","A8S4_161102_03","L8S4_161111_03",463,"SM-D9EOY_S65_E1-50","SM-D9EOY","R8S4-161129",2526278,33.7680988432636,53.0738809810265,13.1580201757099,3.96e-05,0.037842233,85.52918562,0.00682981,0.008316583,92.40424055,0.314602844,11018,7979,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_048_B01",561019628,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_048","NeuN-positive","A8S4_161102_03","L8S4_161111_03",458,"SM-D9EOY_S66_E1-50","SM-D9EOY","R8S4-161129",2242550,33.0186109196618,54.2554705227156,12.7259185576226,0,0.018907048,84.29907917,0.007994471,0.009718847,91.77356135,0.330552386,10443,7144,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_048_C01",561019636,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_048","NeuN-positive","A8S4_161102_03","L8S4_161111_03",491,"SM-D9EOY_S67_E1-50","SM-D9EOY","R8S4-161129",2147687,34.9016430785634,53.0103179916231,12.0880389298135,0,0.032779451,85.92127251,0.013373457,0.009281613,92.68603851,0.317775232,9635,6863,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_048_D01",561019645,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_048","NeuN-positive","A8S4_161102_03","L8S4_161111_03",479,"SM-D9EOY_S68_E1-50","SM-D9EOY","R8S4-161129",1054817,34.0168341736056,53.7078469314134,12.275318894981,0,0.040670562,87.62752212,0.006310099,0.007148159,93.5788862,0.297251729,10249,7863,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_048_E01",561019656,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_048","NeuN-positive","A8S4_161102_03","L8S4_161111_03",419,"SM-D9EOY_S69_E1-50","SM-D9EOY","R8S4-161129",1907137,31.1618393320369,54.091536847401,14.7466238205621,0,0.016779078,76.08493779,0.018327472,0.025938881,85.63391094,0.40691571,10412,5857,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_048_F01",561019667,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_048","NeuN-positive","A8S4_161102_03","L8S4_161111_03",468,"SM-D9EOY_S70_E1-50","SM-D9EOY","R8S4-161129",2316724,30.5615547994756,56.6590353884111,12.7794098121133,0.00069063,0.032632286,86.55942616,0.003316321,0.007917214,92.57714773,0.30087847,11764,8602,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161025_048_G01",561019678,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","KC-a","10/25/2016","F1S4_161025_048","NeuN-positive","A8S4_161102_03","L8S4_161111_03",470,"SM-D9EOY_S71_E1-50","SM-D9EOY","R8S4-161129",2389814,28.2633610318252,57.411282988381,14.3253559797939,4.18e-05,0.047116638,84.59574678,0.010079864,0.007485938,91.043236,0.316995481,11874,8327,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161101_001_A01",561422489,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","MC-p","11/1/2016","F1S4_161101_001","NeuN-positive","A8S4_161108_04","L8S4_161117_04",442,"SM-D9EOR_S41_E1-50","SM-D9EOR","R8S4-161130",2701542,49.1458907211939,39.9219900445344,10.9321192342717,0,0.052932732,88.00118599,0.002493761,0.007364683,94.38280064,0.31812059,11528,8827,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161101_001_B01",561422497,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","MC-p","11/1/2016","F1S4_161101_001","NeuN-positive","A8S4_161108_04","L8S4_161117_04",407,"SM-D9EOR_S42_E1-50","SM-D9EOR","R8S4-161130",2617465,38.1302437811592,49.0675199978378,12.802236221003,0.008252259,0.055740955,81.09036797,0.00575213,0.017272437,89.16810731,0.355563214,11513,6192,"GABAergic","LGN Inh CTXN3"
"F1S4_161101_001_C01",561422505,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","MC-p","11/1/2016","F1S4_161101_001","NeuN-positive","A8S4_161108_04","L8S4_161117_04",396,"SM-D9EOR_S43_E1-50","SM-D9EOR","R8S4-161130",2352855,34.8651491608384,52.5966726023575,12.5381782368041,0.000382514,0.062859802,84.64801273,0.00422933,0.012200497,91.50266379,0.325583591,11482,6952,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161101_001_D01",561422513,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","MC-p","11/1/2016","F1S4_161101_001","NeuN-positive","A8S4_161108_04","L8S4_161117_04",462,"SM-D9EOR_S44_E1-50","SM-D9EOR","R8S4-161130",3001780,32.8202849616671,54.4427997973797,12.7369152409532,0,0.038177348,87.79754013,0.00174763,0.003914677,93.71839375,0.288423443,13271,9766,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161101_001_E01",561422521,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","MC-p","11/1/2016","F1S4_161101_001","NeuN-positive","A8S4_161108_04","L8S4_161117_04",448,"SM-D9EOR_S45_E1-50","SM-D9EOR","R8S4-161130",2911363,43.8865286854478,44.3171167034187,11.7963546111335,0,0.049976592,87.18105575,0.001918689,0.005673288,93.17999851,0.308289326,13260,10109,"Glutamatergic","LGN Exc BTNL9"
"F1S4_161101_001_F01",561422529,"Nuclei","Homo sapiens","H200.1023","F",15695,"L","LGN","MC-p","11/1/2016","F1S4_161101_001","NeuN-positive","A8S4_161108_04","L8S4_161117_04",475,"SM-D9EOR_S46_E1-50","SM-D9EOR","R8S4-161130",3211596,48.0627312593725,40.7664204195188,11.1708483211087,0.000186823,0.065917382,86.8031035,0.001783537,0.006233972,93.81506889,0.316871748,12101,9463,"Glutamatergic","LGN Exc BTNL9"
